longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,y
-120.76,37.65,25,3214,682,2319,640,2.0385,84.3
-120.76,37.58,35,1395,264,756,253,3.6181,178.6
-120.76,37.44,18,2003,398,1333,411,2.7562,90.5
-120.76,35.52,7,9613,1666,4487,1653,3.6667,250.6
-120.77,40.65,11,2635,667,280,132,1.7214,118.3
-120.77,38.38,15,4221,816,1737,743,2.3125,128.6
-120.77,37.64,8,3294,667,2277,652,2.6417,96.8
-120.77,37.42,27,949,224,888,241,2.3333,72.8
-120.78,38.73,31,3117,616,1606,588,2.9844,127.9
-120.79,38.83,15,1374,291,709,239,1.7222,118.5
-120.79,38.7,13,5036,1034,2243,923,2.3319,138.5
-120.79,38.54,34,1133,254,495,187,2.05,68.9
-120.79,38.24,19,1003,235,538,190,2.9821,90.4
-120.79,37.82,17,4227,729,1809,679,3.2667,269.5
-120.79,37.76,14,3531,508,1505,497,5.5228,275.3
-120.79,37.53,20,1417,263,853,263,3.3083,108.3
-120.79,37.41,35,2436,466,1730,469,2.2071,85.9
-120.79,36.06,29,1916,386,1019,314,2.4881,87.5
-120.8,38.51,23,1001,195,369,157,3.125,96.4
-120.8,37.61,30,918,154,469,139,3.9688,175
-120.8,37.55,18,1802,335,1110,329,3.1641,96.3
-120.8,37.53,29,1162,254,726,225,2.1932,90.6
-120.8,37.52,13,2920,481,1602,490,3.9286,145.8
-120.8,35.33,20,2200,393,996,365,3.587,330
-120.81,39.02,30,806,189,326,146,2.8155,101
-120.81,38.89,17,1438,324,675,268,2.9444,119.3
-120.81,38.74,29,2259,482,1099,463,2.3314,121.6
-120.81,38.73,42,1276,260,799,259,2.7273,128.6
-120.81,38.73,38,2005,385,882,353,2.5104,120.5
-120.81,38.67,14,8396,1578,3952,1474,3.0565,118.8
-120.81,35.19,14,3414,802,1236,632,3.7635,336.2
-120.82,37.64,20,3375,630,1505,598,2.69,201.3
-120.82,37.54,20,707,114,282,86,6.1324,164.8
-120.82,37.51,17,1664,253,736,254,4.4083,165.8
-120.82,37.5,21,2974,495,1313,461,4.4886,135.4
-120.82,37.49,25,1611,285,882,261,3.5547,122.4
-120.82,37.05,15,1385,288,775,255,1.933,140.6
-120.82,35.32,12,3522,683,1780,662,3.3958,215.8
-120.82,35.31,16,3924,699,1325,638,2.5172,293.9
-120.83,39.27,14,3338,608,1373,562,3.67,160.1
-120.83,39.02,15,1117,242,551,229,2.6319,97.7
-120.83,38.74,17,3685,775,1714,734,2.2269,128.3
-120.83,37.79,16,893,164,548,155,3.6875,121.9
-120.83,37.77,20,1717,403,1062,401,1.6759,116.7
-120.83,37.76,21,435,96,219,83,2.9125,112.5
-120.83,37.58,30,1527,256,757,240,3.6629,171.4
-120.83,37.51,34,3078,477,1226,487,4.601,150
-120.83,37.51,13,3795,604,1639,609,4.6635,198.4
-120.83,37.5,30,1340,244,631,231,3.375,118.5
-120.83,35.33,14,4155,787,2112,755,4.4766,192.7
-120.83,35.32,11,3252,701,1814,660,3.2226,183.2
-120.84,38.81,11,1280,286,609,248,3.1635,132.6
-120.84,38.77,11,1013,188,410,158,4.825,184.6
-120.84,38.73,17,2616,492,1158,457,2.8807,142.6
-120.84,38.63,12,1313,231,731,232,5.7373,208.3
-120.84,37.92,27,471,84,195,72,3.3333,208.3
-120.84,37.52,16,4527,887,2531,825,3.7065,124.8
-120.84,37.51,8,1191,242,688,260,2.7243,138.4
-120.84,37.51,20,1901,313,1258,320,3.8958,126.8
-120.84,37.51,14,6337,1593,3909,1480,2.0643,106.5
-120.84,37.5,47,2310,484,1126,447,2.2083,97.3
-120.84,37.49,25,2383,576,1234,583,1.4529,86.1
-120.84,37.48,10,2874,612,1960,596,2.7381,104.6
-120.84,37.47,11,2285,499,1468,471,2.7857,110.3
-120.84,37.43,32,2892,521,1580,484,3.7784,164.5
-120.84,37.4,7,2773,530,1374,505,2.6214,103.8
-120.84,37.07,24,1520,335,882,306,2.2019,100
-120.84,37.06,14,1506,380,1096,352,1.1301,78.5
-120.84,37.05,8,1944,283,814,276,5.3988,165.5
-120.84,35.37,34,3279,714,1397,646,2.5552,200
-120.84,35.35,27,2863,711,930,533,2.6205,221.1
-120.84,35.33,15,3276,670,1520,613,3.6412,207.8
-120.84,35.32,17,4197,802,1656,732,3.526,183.9
-120.84,35.32,15,2419,538,1279,522,3.4762,189.6
-120.84,35.31,23,3100,603,1515,609,2.8493,196.1
-120.84,35.3,15,2062,327,781,316,4.9359,317.7
-120.85,37.78,30,1120,248,609,237,2.2386,87.2
-120.85,37.78,25,421,102,303,106,2.2679,71.3
-120.85,37.78,15,3553,659,1684,611,3.3169,131.2
-120.85,37.77,52,436,81,197,68,1.8625,85.4
-120.85,37.77,37,1738,403,936,366,2.4717,77.1
-120.85,37.75,26,28,4,9,5,1.625,85
-120.85,37.57,27,819,157,451,150,3.4934,193.8
-120.85,37.55,45,350,62,187,63,2.5938,275
-120.85,37.51,5,2899,745,1593,633,2.2292,127.5
-120.85,37.5,52,1724,352,922,348,1.7227,85.7
-120.85,37.49,42,264,72,310,70,1.4063,61.5
-120.85,37.49,39,2840,733,2606,737,1.9429,76.4
-120.85,37.07,16,1795,362,1642,340,2.5363,86.3
-120.85,37.06,31,2609,645,1796,629,1.5479,82
-120.85,37.05,32,2893,481,1198,466,3.1719,140.6
-120.85,35.38,27,3493,909,1481,666,2.3075,184.2
-120.85,35.37,21,1033,195,588,187,2.8173,226.9
-120.86,38.75,15,1533,300,674,287,2.5625,146.1
-120.86,37.77,45,621,129,257,124,1.7188,109.4
-120.86,37.76,32,964,198,623,201,3.0917,88.9
-120.86,37.73,27,508,93,263,81,3.1136,183.3
-120.86,37.6,25,1178,206,709,214,4.5625,133.6
-120.86,37.53,18,2829,732,1751,712,1.6445,156.9
-120.86,37.52,9,9885,1871,5372,1843,3.4821,127.1
-120.86,37.5,34,4272,996,2916,962,1.9829,82.8
-120.86,37.49,37,1084,271,893,236,1.6213,69.5
-120.86,37.49,22,2140,445,1441,409,2.4706,89.4
-120.86,37.4,17,3511,636,1904,617,3.1111,113.9
-120.86,35.39,23,1664,355,629,279,2.7344,188.3
-120.87,41.54,21,1091,208,660,188,2.2321,34.6
-120.87,39.18,25,2691,598,964,373,3.9196,142.7
-120.87,39.15,17,1819,389,736,283,2.8603,128.9
-120.87,38.83,12,2180,423,1070,377,2.8562,128.2
-120.87,38.71,13,2692,470,1302,420,4,167.4
-120.87,38.37,28,3998,765,1614,698,2.8125,113.4
-120.87,37.77,9,4838,920,2460,923,3.5959,142.7
-120.87,37.64,40,1010,155,488,157,3.8984,170.5
-120.87,37.6,32,4579,914,2742,856,2.6619,86.2
-120.87,37.5,7,4966,985,2431,904,3.1042,122.5
-120.87,37.07,26,2036,401,1343,414,3.6331,88.6
-120.87,37.05,29,4176,779,2092,741,2.595,104.2
-120.88,38.91,15,3876,778,1960,691,2.902,127.3
-120.88,38.32,18,2791,492,1187,438,3.2589,103
-120.88,38.16,8,2029,387,1000,364,4.0109,125.9
-120.88,37.57,22,1440,267,774,249,3.9821,204.3
-120.88,37.53,18,239,39,92,36,5.3168,175
-120.88,37.52,2,1871,409,707,256,2.6103,133.6
-120.88,37.37,24,1294,222,684,221,2.6908,103.1
-120.89,39.3,17,2282,431,974,371,3.5417,155.1
-120.89,37.59,33,1016,206,617,209,2.151,195.8
-120.89,37.54,30,509,115,275,115,2.2679,250
-120.89,37.45,29,1940,337,1070,332,3.6597,145.6
-120.89,37.33,27,2692,481,1518,447,2.0417,94.2
-120.89,37.21,25,3301,678,994,306,3.2262,97.2
-120.89,35.37,29,2046,588,846,410,1.65,227.3
-120.9,39.95,20,1349,238,601,203,3.5417,96.6
-120.9,39.93,23,2679,546,1424,529,2.8812,81.9
-120.9,38.2,16,3120,641,1319,526,2.0472,93.2
-120.9,37.81,27,4213,750,2142,746,3.7031,173.3
-120.9,37.76,20,570,112,304,108,2.2024,156.3
-120.9,37.66,19,3377,669,2426,663,2.9783,82.5
-120.9,37.64,26,1762,418,855,308,1.6767,81.3
-120.9,35.69,14,5020,909,2105,796,3.8158,248.7
-120.91,40.08,24,1629,313,641,274,2.2067,69.6
-120.91,39.39,16,352,105,226,82,1.6094,79.5
-120.91,38.73,11,5460,859,2645,838,4.835,230.6
-120.91,38.62,12,4545,748,2033,718,4.1843,207.6
-120.91,38.11,9,3585,680,1800,598,3.636,133.1
-120.91,37.66,36,1320,255,720,232,2.6523,76.3
-120.91,37.57,26,3396,705,2446,694,2.0521,65.4
-120.92,40.02,35,383,92,202,72,2.6458,102.5
-120.92,38.86,11,1720,345,850,326,3.2027,128.6
-120.92,37.7,24,527,112,270,112,1.6172,156.3
-120.92,37.65,23,505,124,163,129,1.3696,275
-120.92,37.6,12,4485,805,2445,832,3.7611,123.1
-120.92,37.59,26,1705,279,642,236,2.6591,180.5
-120.92,35.4,23,2059,354,636,278,3.6908,278.8
-120.93,39.96,15,1666,351,816,316,2.9559,118.8
-120.93,39.17,13,2331,464,1110,419,3.6563,164.9
-120.93,38.77,9,2229,355,788,341,5.5111,196.3
-120.93,38.65,12,2213,384,1097,351,4.5568,170.1
-120.93,38.5,15,1248,234,529,216,3.3393,107.2
-120.93,38.26,13,2084,449,834,305,3.2937,114.2
-120.93,37.74,37,1956,402,1265,397,2.3023,91.9
-120.93,37.72,18,391,71,247,71,4.3864,179.5
-120.93,37.67,6,3491,657,2075,644,3.3844,138.5
-120.93,37.66,10,7566,1348,3227,1199,4.744,148.1
-120.93,37.65,1,2254,328,402,112,4.25,189.2
-120.93,37.56,17,1812,361,672,334,1.55,166.1
-120.94,40.17,22,1334,261,597,222,2.2132,89.2
-120.94,40.14,31,3127,664,1345,580,1.5774,58
-120.94,39.22,12,1321,268,661,232,4.0062,153.8
-120.94,39.05,8,3758,717,1744,661,3.1972,151.5
-120.94,37.74,35,1166,268,515,266,2.3469,90.2
-120.94,37.7,25,1005,159,390,139,4.4,174.1
-120.94,37.68,4,13315,2424,6420,2289,4.2471,162.1
-120.94,37.66,17,1147,140,327,136,6.8654,290.5
-120.94,37.65,13,5075,978,3033,838,3.0577,119
-120.94,37.63,43,244,52,176,60,1.425,69.4
-120.94,37.61,13,3309,603,1796,555,3.8372,129.3
-120.94,37.6,30,3257,574,1804,588,3.5331,102.9
-120.94,37.59,16,3964,824,2622,766,2.3152,111.3
-120.94,37.58,19,1549,369,770,370,2.0493,99.5
-120.94,37.4,32,1175,208,774,222,3,109.4
-120.95,39.93,26,2023,385,922,365,2.8125,83.5
-120.95,38.79,12,3247,579,1459,517,4.3981,202.8
-120.95,38.69,10,3421,563,1689,545,5.2032,217.1
-120.95,37.74,18,3453,666,1958,601,3.0043,156.5
-120.95,37.73,12,3609,712,2650,742,2.8565,92.7
-120.95,37.67,15,3062,584,1624,538,4.3864,137.6
-120.95,37.66,16,4478,647,1990,672,5.1473,188.4
-120.95,37.65,37,136,20,72,22,2.2279,225
-120.95,37.65,14,5200,1119,3221,1102,2.6964,107
-120.95,37.64,32,3487,740,1957,685,2.7209,88.3
-120.95,37.62,11,4981,814,1934,686,3.7041,174.8
-120.95,37.61,17,4054,654,2034,667,4.6833,142.2
-120.95,37.6,35,1493,278,729,268,2.9821,97.4
-120.95,37.59,43,1561,354,862,332,1.8466,81.5
-120.95,37.59,29,1727,439,1063,386,1.8929,63.6
-120.95,37.57,29,1179,249,672,243,3.1125,154.8
-120.95,37.09,43,1116,222,801,207,2.875,97.2
-120.95,36.47,52,1691,301,618,239,3.2292,225
-120.95,35.44,30,6346,1410,1769,887,2.6864,283.6
-120.96,41.12,29,779,136,364,123,2.5,59.2
-120.96,40.28,19,683,139,302,111,2.5,64.1
-120.96,39.12,24,2069,436,909,374,2.5326,139.1
-120.96,37.77,32,2262,416,1156,404,3.8534,157.6
-120.96,37.67,18,1442,229,538,220,4.2969,163.2
-120.96,37.66,16,4961,902,2654,804,4.2823,138.3
-120.96,37.65,34,1700,325,972,326,2.4485,95.5
-120.96,37.64,41,1467,328,673,310,2.7917,90.7
-120.96,37.64,36,60,12,51,14,3.625,67.5
-120.96,37.61,23,3497,887,2467,816,1.9444,93.4
-120.96,37.54,29,1468,245,747,231,3.4643,125
-120.96,37.51,30,1288,237,720,233,2.3864,139.1
-120.97,37.84,28,2368,430,1231,403,2.883,141.9
-120.97,37.73,19,3725,543,1412,463,5.7476,248.6
-120.97,37.69,16,2793,476,1279,477,3.4667,160.9
-120.97,37.69,14,5514,909,2819,970,3.8598,174.4
-120.97,37.68,9,1114,172,529,174,4.7159,163.7
-120.97,37.68,16,2349,446,1302,392,3.1625,130.3
-120.97,37.67,31,1648,293,792,294,2.4,121.5
-120.97,37.66,24,2930,588,1448,570,3.5395,127.9
-120.97,37.66,21,2760,632,1260,576,2.0227,179.8
-120.97,37.65,16,3960,716,1776,724,3.9886,137.5
-120.97,37.64,42,2359,504,1131,480,2.0833,95.5
-120.97,37.63,39,2360,607,2047,605,1.7054,58.8
-120.97,37.62,7,8489,1673,5807,1575,2.9451,127.8
-120.97,37.61,16,1326,375,884,375,1.871,103.9
-120.97,37.43,27,1380,270,810,262,2.1875,137.5
-120.98,39.93,25,2220,511,912,449,1.8914,87.8
-120.98,39.08,20,4570,906,2125,815,3.0403,148
-120.98,38.99,17,3403,661,1540,622,3.6354,162.9
-120.98,38.68,5,4810,909,2242,900,3.2964,176.9
-120.98,37.79,20,2458,491,1227,481,2.7857,110.9
-120.98,37.69,18,3176,468,1296,471,5.5684,185.1
-120.98,37.68,27,4006,762,1806,718,3.1848,112.8
-120.98,37.68,24,705,114,347,141,3.1912,149.6
-120.98,37.68,18,4197,1006,2203,874,2.166,118.6
-120.98,37.67,13,1221,260,682,275,3.65,155.5
-120.98,37.66,40,3012,616,1423,595,2.6346,100.6
-120.98,37.66,33,1959,342,984,356,4.5208,114.2
-120.98,37.66,10,934,260,401,255,0.9336,127.1
-120.98,37.65,40,422,63,158,63,7.3841,172.2
-120.98,37.65,36,826,167,432,150,2.5,103.1
-120.98,37.64,45,1913,335,839,333,3.1397,110.7
-120.98,37.64,40,1791,359,679,322,2.1458,130.3
-120.98,37.62,26,3819,955,3010,932,1.9206,81.3
-120.98,37.6,36,1437,331,1073,320,2.1779,58.4
-120.98,37.57,27,925,176,449,168,2.6406,129.7
-120.99,39.26,16,2616,422,1090,425,3.7917,179.2
-120.99,39.22,16,1497,275,737,243,2.8942,182.5
-120.99,39.2,15,2993,562,1296,518,3.3009,156.8
-120.99,39.18,23,2550,457,1016,405,3.6607,153
-120.99,39.13,14,770,116,285,116,3.6434,155.4
-120.99,39.04,17,2289,450,1182,397,2.3696,166.8
-120.99,38.69,5,5743,1074,2651,962,4.1163,172.5
-120.99,38.67,8,4913,744,2005,723,5.4413,187.9
-120.99,37.8,32,2564,513,1198,459,2.9083,113.4
-120.99,37.69,25,2773,384,1060,381,6.4788,199.4
-120.99,37.68,30,1975,375,732,326,2.6932,94.9
-120.99,37.68,28,3269,647,1595,617,2.2336,112.7
-120.99,37.67,28,1768,423,1066,392,1.8315,90.5
-120.99,37.67,16,568,124,307,116,2.1518,107.4
-120.99,37.66,46,1750,347,754,356,2.9137,106
-120.99,37.65,44,2848,623,1408,576,2.1487,86.6
-120.99,37.64,50,683,189,459,195,1.8162,70
-120.99,37.64,41,1580,385,881,361,2.7538,99.6
-120.99,37.63,21,319,120,276,85,2.4792,60
-120.99,37.62,37,2014,505,1787,515,1.5515,54.1
-121,39.75,8,1116,214,27,39,2.5893,83
-121,39.26,14,810,151,302,138,3.1094,136.1
-121,39.23,15,2809,450,1267,408,4.0426,191.7
-121,39.16,10,1170,225,537,194,3.2813,163.2
-121,39.09,7,439,84,246,80,3.0781,162.5
-121,39,4,170,23,93,27,10.9891,312.5
-121,38.58,12,3425,549,1357,451,5.3344,217.5
-121,37.8,13,4030,744,2248,766,3.6107,141.3
-121,37.71,52,102,23,35,33,2.25,175
-121,37.69,18,3469,661,1452,628,3.4079,147.5
-121,37.68,29,2911,445,1170,460,4.9904,158.1
-121,37.68,15,1232,180,408,196,6.9682,182.4
-121,37.67,27,2278,479,995,449,2.5148,110.2
-121,37.67,26,90,18,47,18,1.125,87.5
-121,37.66,43,2039,331,875,342,3.9844,152
-121,37.65,52,3887,803,1768,779,2.5089,119
-121,37.65,17,484,202,198,204,0.6825,187.5
-121,37.64,43,311,95,293,94,1.2902,67.5
-121,37.64,19,121,41,658,41,0.9573,162.5
-121,37.63,49,2051,500,1525,467,1.59,80.9
-121,37.63,31,215,62,192,66,1.75,73.8
-121,37.62,28,1153,420,1043,357,1.0801,75
-121,37.26,45,1750,371,847,354,1.7062,77.4
-121,37.25,31,1923,341,806,349,3.1738,97.6
-121,37.25,21,1937,389,1002,373,2.6087,96.2
-121,35.94,16,3077,628,1479,536,3.3724,114.6
-121.01,38.73,7,6322,1046,2957,1024,4.7276,197.5
-121.01,37.74,14,2368,297,796,301,8.7783,435
-121.01,37.7,12,9148,1906,4656,1853,3.2447,142.2
-121.01,37.69,20,3275,760,1538,705,2.48,135.6
-121.01,37.68,33,828,123,373,133,5.5,146.2
-121.01,37.68,33,3230,587,1579,560,3.5775,109.7
-121.01,37.67,37,2483,459,1072,445,3.0721,108.1
-121.01,37.66,36,3679,613,1366,581,4.5,151.4
-121.01,37.65,52,178,53,152,62,0.4999,82.5
-121.01,37.64,52,201,35,74,22,1.3036,75
-121.01,37.64,36,1981,507,1998,468,1.9013,69.9
-121.01,37.64,33,693,207,598,192,1.0217,81.3
-121.01,37.63,41,2764,639,2122,600,1.9643,74.9
-121.01,37.62,35,568,150,622,145,1.8167,79.5
-121.01,37.62,35,2074,477,1687,431,2.0885,73.7
-121.01,37.61,5,3655,696,2316,647,3.4703,129.3
-121.01,37.37,41,1045,233,632,230,2.3583,95
-121.01,37.33,17,1926,410,1054,321,1.6214,71.5
-121.02,40.51,17,890,167,406,154,3.3036,78.3
-121.02,39.27,52,3720,707,1424,609,3.2,155
-121.02,39.25,52,1549,275,604,249,2.2278,155.4
-121.02,39.23,16,1427,319,642,333,1.4241,125
-121.02,39.17,17,2277,459,1149,476,3.2303,149.5
-121.02,39.01,17,4786,799,2066,770,3.9734,185.4
-121.02,38.66,4,7392,1155,3096,1065,4.5246,198.9
-121.02,37.71,25,207,41,87,43,3.6023,131.3
-121.02,37.7,16,3476,650,2126,665,3.3438,125.4
-121.02,37.69,19,3814,790,2219,804,3.5208,145
-121.02,37.66,28,1437,400,806,338,1.6078,125
-121.02,37.65,20,2973,620,1996,570,3.0645,106
-121.02,37.64,42,1437,307,1035,284,2.1036,88.3
-121.02,37.63,35,1591,364,1290,352,1.564,81.8
-121.02,37.62,30,1721,399,1878,382,2.5363,83.9
-121.02,37.62,14,5737,1286,4722,1210,1.6731,95.8
-121.02,37.61,33,1469,370,1318,349,1.7104,59
-121.02,37.6,33,1009,238,1027,246,2.5993,68
-121.02,37.58,36,1285,270,706,273,1.7169,121.4
-121.02,37.48,26,467,93,244,83,4.1346,187.5
-121.02,37.09,17,1118,270,560,244,2.0216,112.5
-121.02,36.94,33,1541,313,880,272,2.5074,117.7
-121.02,36.24,12,2198,507,1971,502,2.6801,100
-121.03,40.35,52,5486,1044,1977,754,2.1833,49.5
-121.03,39.37,15,1337,326,1172,306,2.6341,85
-121.03,39.26,49,3739,759,1422,606,2.4283,143.1
-121.03,39.21,28,2843,535,1310,525,3.2337,123.1
-121.03,39.14,10,3138,524,1275,511,4.0775,164.5
-121.03,39.05,12,1875,307,806,283,3.9185,195.2
-121.03,37.69,6,2607,557,1266,475,3.4632,137.7
-121.03,37.69,5,4034,771,1967,742,3.8065,146
-121.03,37.68,27,1956,327,1004,307,3.7857,110.5
-121.03,37.68,20,3204,625,2016,605,2.6567,110.4
-121.03,37.66,31,887,217,614,199,2.1528,75.5
-121.03,37.65,37,375,58,120,37,3.9844,150
-121.03,37.64,22,2001,387,1520,387,3.148,102.3
-121.03,37.63,5,2881,584,1490,570,3.0398,120
-121.03,37.62,46,2331,508,1210,484,2.5313,77.7
-121.03,37.62,43,1241,240,612,266,2.8194,81.3
-121.03,37.55,32,946,198,624,173,1.9728,97.9
-121.03,37.33,27,1333,230,730,229,3.06,106
-121.03,37.32,42,2905,561,1457,551,2.2566,82.1
-121.04,39.22,14,1889,471,853,399,2.25,112.5
-121.04,39.19,17,856,167,518,170,3.5859,144.3
-121.04,39.08,8,2870,526,1307,451,3.463,201.7
-121.04,39,21,4059,730,1874,693,4.8051,174.3
-121.04,38.81,11,3522,623,1456,544,3.93,163.4
-121.04,37.78,32,2916,528,1466,473,2.5643,200
-121.04,37.7,52,349,59,121,40,3.3036,197.5
-121.04,37.69,9,6333,1355,3265,1265,3.0217,160.9
-121.04,37.69,5,9601,1639,4449,1575,4.5332,195.5
-121.04,37.68,28,1909,398,1140,380,2.3783,81.4
-121.04,37.68,18,5129,1171,3622,1128,2.0272,92.7
-121.04,37.66,11,1658,301,913,298,4.1705,162.8
-121.04,37.65,8,1959,379,995,365,3.3567,129.1
-121.04,37.6,27,958,184,580,177,2.1875,82.8
-121.04,37.5,33,613,123,343,116,3.1875,129.2
-121.04,37.3,6,2657,486,1409,392,3.3824,115.5
-121.05,39.23,20,1634,374,1053,390,1.5313,154.9
-121.05,39.21,43,1264,273,611,260,2.535,117.1
-121.05,39.2,48,1759,389,716,350,2.3125,108.3
-121.05,39.13,10,3063,497,1168,507,4.4375,185.1
-121.05,39.11,7,2767,423,1143,382,3.6333,170.2
-121.05,38.97,12,3676,550,1572,510,4.8214,201.9
-121.05,38.14,19,3326,561,1544,511,2.9875,166.3
-121.05,37.93,17,2474,480,1649,453,3.275,156.5
-121.05,37.64,33,1438,237,569,208,3.3516,150
-121.05,37.62,37,1043,196,555,197,3.4125,125
-121.06,40.23,23,1127,225,215,85,3.4844,143.8
-121.06,39.29,14,1864,331,894,332,3.4028,171.8
-121.06,39.25,17,3127,539,1390,520,3.9537,172.8
-121.06,39.23,10,2229,537,982,512,2.186,132.7
-121.06,39.21,52,1452,309,637,299,2.2083,103.9
-121.06,39.04,15,1999,287,585,246,5.5161,361.9
-121.06,39.04,14,1651,279,633,261,4.2802,194.8
-121.06,39.03,11,1887,303,775,283,3.8417,187.2
-121.06,38.98,14,2267,355,1140,369,4.7019,212.8
-121.06,38.91,18,6501,1416,2954,1373,2.5373,143
-121.06,38.88,17,7635,1284,3096,1227,4.2917,184.3
-121.06,38.51,6,6873,959,2354,931,6.8869,263.1
-121.06,37.86,24,1713,328,1258,324,2.683,169.4
-121.06,37.7,7,9374,1847,4827,1722,3.462,151.9
-121.06,37.67,31,906,146,383,129,3.4167,196.9
-121.06,37.66,6,3655,598,1993,596,4.6053,150.1
-121.06,37.45,33,1401,299,915,282,3.4464,162.5
-121.06,37.42,52,504,96,295,97,3.5,73.5
-121.06,37.18,30,2603,507,1491,473,3.0909,123.4
-121.06,36.72,23,395,70,166,52,2.2132,100
-121.07,40.85,17,976,202,511,175,3.6641,80.8
-121.07,39.23,39,2099,433,929,423,1.9886,113.8
-121.07,39.22,52,2432,495,928,435,2.425,121.1
-121.07,39.15,15,6828,1319,3002,1318,2.4726,143.4
-121.07,39.13,8,4839,832,1977,762,4.0848,155.9
-121.07,39.09,17,1878,345,892,299,2.8864,143.1
-121.07,39.05,10,1813,311,827,287,3.6087,182.1
-121.07,39.04,9,2374,372,884,333,4.5042,206.4
-121.07,38.94,14,1710,294,839,297,4.7143,150.7
-121.07,38.92,15,5301,884,2335,831,4.515,164
-121.07,37.71,39,223,37,92,37,3.375,212.5
-121.08,40.19,11,919,199,69,43,1.6944,137.5
-121.08,39.22,30,2188,455,1033,437,2.1419,105.2
-121.08,39.18,19,2323,397,963,379,3.7426,162.7
-121.08,39.02,13,1839,275,752,270,4.2031,209.6
-121.08,38.95,18,1931,380,1271,377,2.7463,156.1
-121.08,38.93,14,4239,824,1729,794,2.4278,167.7
-121.08,38.9,27,3436,755,1568,709,2.4273,138.4
-121.08,38.85,10,2509,422,1037,389,6,220.1
-121.08,38.67,10,2499,331,1040,333,6.844,239.6
-121.09,40.3,15,1717,336,501,206,3.6477,113.4
-121.09,39.48,25,1665,374,845,330,1.5603,78.1
-121.09,39.23,35,2637,511,1181,480,2.7813,109.2
-121.09,38.68,15,5218,711,1949,659,4.7083,213.3
-121.09,38.19,23,762,140,358,141,2.4545,105
-121.09,37.67,30,1653,285,800,291,3.3482,220
-121.09,37.56,32,1717,325,1356,307,2.6705,91.9
-121.09,37.33,40,524,112,329,96,1.7188,112.5
-121.1,39.15,10,680,143,354,140,4.0333,161.5
-121.1,39.08,13,1110,216,602,209,2.5887,144.4
-121.1,39,16,1106,195,505,187,5.0126,192.3
-121.1,38.92,21,4064,871,1847,859,3.0321,135.5
-121.1,38.33,14,1357,247,695,224,4.1974,157.8
-121.1,37.8,35,1853,331,958,340,3.3578,149
-121.1,35.6,20,3389,704,1309,520,3.2112,204.5
-121.11,39.09,16,1000,197,508,190,2.3062,138.8
-121.11,38.95,14,3888,890,1830,844,1.8238,158.6
-121.11,38.91,24,2558,423,1149,403,4.0679,190.5
-121.11,38.04,32,1083,188,471,178,2.9241,187.5
-121.11,37.76,22,2606,411,1252,397,4.1833,192.1
-121.11,37.74,11,3886,599,1605,529,4.4213,182.7
-121.11,37.47,12,2263,410,913,330,3.5795,145.6
-121.11,37.43,42,412,75,227,75,2.5,74.2
-121.11,35.52,9,6044,1222,2239,972,3.24,264.6
-121.12,39.2,9,1431,254,681,221,3.045,170.4
-121.12,39.03,17,838,161,388,142,3.6563,163.5
-121.12,38,36,683,159,505,141,3.4265,158.9
-121.12,37.73,35,1107,227,573,210,2.3924,102.2
-121.12,37.48,5,4109,820,3062,713,3.2396,125.2
-121.12,36.21,16,1720,473,1427,291,2.1107,76.2
-121.12,35.58,16,4109,798,1298,626,3.4799,320.8
-121.13,38.87,48,1127,188,530,186,3.0917,128.1
-121.13,38.66,2,12360,1747,4438,1470,6.2503,222.5
-121.13,38.47,16,2574,441,1041,428,3.6645,203.4
-121.13,38.37,10,1034,153,478,155,7.0326,241.1
-121.13,37.74,31,677,144,523,159,2.4598,97.1
-121.13,37.74,21,2376,475,1175,441,3.6016,134.6
-121.13,37.73,40,1126,220,667,235,3.3158,125.9
-121.13,37.47,37,1995,448,1559,443,2.1833,92.7
-121.13,36.21,27,1476,352,1156,358,3.1929,137.9
-121.13,36.2,16,1868,443,1323,436,2.9559,163.2
-121.14,40.29,17,1944,394,384,172,1.6875,111.5
-121.14,39.86,16,2534,557,638,244,2.2101,88.8
-121.14,39.1,13,1085,227,629,214,5.0389,171.5
-121.14,38.92,16,2069,312,889,299,4.6771,212
-121.14,38.84,22,2750,433,1161,428,4.2143,236.5
-121.14,38.82,22,1816,278,832,278,5.07,233
-121.14,38.16,14,2591,497,1371,479,3.5774,113.9
-121.14,37.7,29,1343,223,751,225,3.2391,187.5
-121.14,37.47,38,2427,450,1272,474,2.8833,115.2
-121.14,37.46,4,2919,503,1592,491,5.2452,161.9
-121.14,35.55,13,5383,1070,1880,796,3.8019,271.2
-121.15,40.25,14,5156,880,616,281,3.3462,145.2
-121.15,39.23,13,3883,763,1816,682,2.8102,144.4
-121.15,39,15,4145,691,1872,680,4.3553,220.6
-121.15,38.89,20,2024,313,879,309,5.2903,239.4
-121.15,38.8,20,2104,370,745,314,4.1685,217.5
-121.15,38.21,18,4176,700,2164,699,4.0365,174.2
-121.16,41.78,42,2918,576,1182,440,2.1434,44
-121.16,39.18,14,1006,187,462,185,3.1042,152
-121.16,38.75,27,771,108,315,111,8.4882,276.6
-121.16,38.74,17,3353,463,1417,447,5.1721,237.1
-121.16,38.16,31,1953,366,999,316,2.4906,122.5
-121.16,38.03,28,253,50,201,51,1.4732,156.3
